Probability of death for females by calendar year and by single year of age (ages 0 to 119).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
1922,0.057497,0.012968,0.006495,0.004734,0.003791,0.003062,0.002492,0.002064,0.001763,0.001577,0.001498,0.00152,0.001639,0.001847,0.002125,0.002456,0.002814,0.00317,0.003503,0.003811,0.004138,0.004455,0.004674,0.004764,0.004759,0.00472,0.004702,0.004722,0.004804,0.004936,0.005072,0.005202,0.005356,0.005539,0.005743,0.005978,0.006217,0.006419,0.006565,0.006681,0.006802,0.006973,0.007213,0.007547,0.007962,0.008419,0.008905,0.009441,0.010026,0.010659,0.011397,0.012189,0.012919,0.013544,0.014142,0.014772,0.01559,0.016733,0.018293,0.020194,0.022387,0.024678,0.02689,0.028921,0.030921,0.033061,0.035614,0.038748,0.042603,0.04707,0.052079,0.057348,0.062636,0.067802,0.073066,0.078745,0.08517,0.092458,0.100759,0.109988,0.120108,0.13087,0.142048,0.15353,0.165538,0.178393,0.192353,0.207563,0.224049,0.24173,0.257656,0.273849,0.290254,0.306666,0.322897,0.339797,0.357384,0.375671,0.394675,0.414409,0.435129,0.456886,0.47973,0.503716,0.528902,0.555347,0.583115,0.61227,0.642884,0.675028,0.708779,0.744218,0.781429,0.820501,0.861526,0.904602,0.949832,0.997324,1,1
1923,0.060506,0.014317,0.007153,0.00521,0.00417,0.003264,0.002561,0.002044,0.001695,0.001498,0.001434,0.001485,0.001635,0.001863,0.002155,0.002507,0.002892,0.003264,0.003596,0.003889,0.004197,0.004496,0.004703,0.004788,0.004785,0.004752,0.004737,0.004741,0.004782,0.004857,0.004925,0.004999,0.005138,0.005362,0.005646,0.005978,0.006298,0.006548,0.006693,0.006773,0.006852,0.006993,0.007209,0.007529,0.007939,0.008387,0.008868,0.009434,0.010096,0.010835,0.011701,0.012606,0.013406,0.014038,0.014598,0.01517,0.015949,0.017098,0.018728,0.020743,0.023086,0.025507,0.027772,0.029747,0.031623,0.033617,0.036083,0.039251,0.043305,0.048094,0.053542,0.05925,0.064843,0.070118,0.075397,0.081057,0.087652,0.095501,0.10487,0.115529,0.127182,0.139392,0.151945,0.164664,0.177785,0.191668,0.206597,0.222719,0.240039,0.258438,0.276327,0.292647,0.309144,0.325747,0.342389,0.359807,0.378033,0.397099,0.417041,0.437893,0.459788,0.482777,0.506916,0.532262,0.558875,0.586819,0.616159,0.646967,0.679316,0.713282,0.748946,0.786393,0.825713,0.866998,0.910348,0.955866,1,1,1,1
1924,0.056784,0.011943,0.005995,0.004373,0.003503,0.002834,0.00231,0.001917,0.001638,0.001465,0.00139,0.001412,0.001531,0.001742,0.002025,0.002357,0.002713,0.003074,0.003424,0.003753,0.004102,0.004431,0.004655,0.004736,0.004711,0.004658,0.004623,0.00459,0.004576,0.004583,0.004576,0.004584,0.004688,0.004917,0.005237,0.005614,0.005974,0.006261,0.006433,0.006533,0.006635,0.0068,0.007032,0.007353,0.007756,0.008179,0.008636,0.009205,0.00991,0.010713,0.011663,0.012624,0.01339,0.013868,0.014192,0.014468,0.014981,0.015977,0.017619,0.019749,0.022253,0.024763,0.026967,0.028672,0.030128,0.031616,0.033615,0.036433,0.040317,0.045046,0.050495,0.056113,0.061398,0.066068,0.070543,0.075223,0.080919,0.088228,0.09756,0.108482,0.120498,0.132797,0.144909,0.156479,0.167952,0.18001,0.193202,0.207831,0.223932,0.241309,0.2597,0.277697,0.293767,0.309746,0.325452,0.341909,0.359149,0.377208,0.396122,0.415928,0.436724,0.458561,0.481489,0.505563,0.530841,0.557383,0.585252,0.614515,0.645241,0.677503,0.711378,0.746947,0.784294,0.823509,0.864684,0.907919,0.953315,1,1,1
1925,0.055974,0.011307,0.005685,0.004149,0.003324,0.002669,0.002163,0.001792,0.00154,0.001398,0.001355,0.001407,0.001547,0.001768,0.002052,0.002385,0.002741,0.003098,0.003435,0.003748,0.004073,0.004383,0.004609,0.004723,0.004752,0.004765,0.004786,0.004774,0.00473,0.004674,0.004585,0.004529,0.004608,0.004872,0.005267,0.005735,0.006166,0.006489,0.006646,0.006694,0.006732,0.006845,0.007036,0.007336,0.007732,0.008157,0.008612,0.009169,0.009846,0.010614,0.011519,0.01245,0.013233,0.013792,0.01424,0.014678,0.015337,0.016402,0.018004,0.020026,0.022354,0.024733,0.026983,0.028977,0.030876,0.03293,0.035389,0.038323,0.041843,0.045895,0.0505,0.055448,0.060502,0.065557,0.070835,0.076594,0.083206,0.090896,0.099849,0.109934,0.120947,0.13264,0.144931,0.157725,0.171147,0.185382,0.200573,0.216789,0.234018,0.252185,0.271189,0.289365,0.306453,0.323513,0.340377,0.357975,0.37633,0.395467,0.415408,0.436179,0.457988,0.480887,0.504931,0.530178,0.556687,0.584521,0.613747,0.644435,0.676656,0.710489,0.746014,0.783314,0.82248,0.863604,0.906784,0.952124,0.99973,1,1,1
1926,0.057886,0.012738,0.006383,0.004653,0.003726,0.002894,0.002249,0.001779,0.001468,0.001299,0.001256,0.001319,0.001471,0.001691,0.001968,0.002302,0.002669,0.003029,0.003359,0.00366,0.003966,0.004266,0.004499,0.004646,0.004724,0.004795,0.004865,0.004884,0.004844,0.004774,0.004665,0.004593,0.004661,0.004922,0.005319,0.005791,0.006225,0.006552,0.006715,0.006769,0.006817,0.006944,0.007153,0.007477,0.007903,0.008359,0.00885,0.00945,0.010179,0.011007,0.011969,0.012956,0.013803,0.014433,0.014956,0.015489,0.016235,0.017326,0.018872,0.020789,0.022978,0.025258,0.027524,0.029695,0.031883,0.03431,0.037108,0.040236,0.043743,0.047655,0.05204,0.056879,0.062116,0.067747,0.073866,0.080573,0.088003,0.096255,0.105404,0.115423,0.126388,0.138121,0.150367,0.163029,0.176312,0.190506,0.205841,0.222443,0.240325,0.259406,0.279569,0.298226,0.316718,0.335517,0.354485,0.374063,0.394233,0.414975,0.436266,0.458079,0.480983,0.505032,0.530284,0.556798,0.584638,0.61387,0.644563,0.676791,0.710631,0.746162,0.783471,0.822644,0.863776,0.906965,0.952313,0.999929,1,1,1,1
1927,0.051191,0.010341,0.005213,0.003808,0.003053,0.00252,0.002101,0.001781,0.001546,0.001387,0.001307,0.001311,0.001408,0.001599,0.001864,0.002176,0.002506,0.002834,0.003141,0.003425,0.003719,0.004005,0.004227,0.004362,0.004431,0.004488,0.004548,0.004577,0.004575,0.004559,0.004521,0.004507,0.004584,0.004785,0.005078,0.005419,0.005745,0.006025,0.006226,0.006378,0.006545,0.006763,0.007016,0.007316,0.007667,0.008037,0.008451,0.008976,0.009638,0.010403,0.011287,0.01219,0.012986,0.013613,0.014158,0.014745,0.015513,0.016522,0.017841,0.019435,0.021222,0.023146,0.025229,0.027462,0.029868,0.032572,0.035536,0.038605,0.041742,0.045055,0.048689,0.052806,0.057486,0.062814,0.068768,0.075286,0.082315,0.089873,0.097954,0.106599,0.116096,0.126307,0.136828,0.147548,0.158751,0.170831,0.184114,0.198791,0.214916,0.232417,0.251178,0.27106,0.291913,0.313596,0.333626,0.353549,0.373803,0.394309,0.414982,0.435731,0.457518,0.480394,0.504413,0.529634,0.556116,0.583922,0.613118,0.643774,0.675962,0.70976,0.745248,0.782511,0.821636,0.862718,0.905854,0.951147,0.998704,1,1,1
1928,0.054062,0.01136,0.00571,0.004167,0.003339,0.002697,0.002196,0.001821,0.001557,0.001394,0.001326,0.001352,0.00147,0.001677,0.001953,0.002281,0.002631,0.002977,0.003297,0.003591,0.003896,0.004194,0.004417,0.004541,0.00459,0.004622,0.004662,0.004691,0.004717,0.004747,0.004764,0.004799,0.004911,0.005125,0.005416,0.005748,0.006071,0.006361,0.006594,0.006791,0.007013,0.007276,0.007546,0.007823,0.008123,0.008434,0.008806,0.009318,0.010009,0.010836,0.011786,0.012753,0.013629,0.014353,0.015005,0.015723,0.016618,0.017695,0.019001,0.020533,0.022233,0.02411,0.026246,0.028668,0.03136,0.034441,0.037766,0.041069,0.044253,0.047511,0.051024,0.055156,0.060187,0.066318,0.073383,0.081163,0.08934,0.09777,0.106321,0.115163,0.124897,0.135496,0.146408,0.157539,0.169232,0.181955,0.196094,0.211881,0.229386,0.248536,0.269204,0.291229,0.314441,0.337721,0.359786,0.382188,0.404813,0.427537,0.450224,0.472736,0.496372,0.521191,0.547251,0.574613,0.603344,0.633511,0.665186,0.698446,0.733368,0.770037,0.808538,0.848965,0.891414,0.935984,0.982783,1,1,1,1,1
1929,0.053491,0.010963,0.005517,0.004027,0.003228,0.002623,0.002148,0.001785,0.001518,0.00134,0.001248,0.001249,0.00135,0.001552,0.001832,0.002165,0.002517,0.002863,0.003178,0.003464,0.003761,0.004053,0.00428,0.00442,0.004493,0.004548,0.004608,0.004658,0.004707,0.004758,0.004803,0.004859,0.004955,0.005104,0.005298,0.005517,0.005745,0.005982,0.006223,0.006474,0.006757,0.007071,0.007392,0.007715,0.008055,0.008421,0.008843,0.009353,0.009969,0.010678,0.011474,0.012315,0.013161,0.013988,0.014832,0.015783,0.016866,0.018033,0.01929,0.020672,0.022183,0.023903,0.025934,0.028333,0.031059,0.034172,0.037495,0.040779,0.043918,0.047102,0.050546,0.054588,0.059451,0.065312,0.072042,0.079336,0.087031,0.095235,0.103912,0.11306,0.123297,0.134135,0.14447,0.153951,0.163309,0.173596,0.185687,0.200112,0.217018,0.236219,0.257415,0.280248,0.304355,0.329406,0.355092,0.378142,0.40125,0.424284,0.447069,0.469423,0.492894,0.517539,0.543416,0.570586,0.599116,0.629072,0.660525,0.693551,0.728229,0.76464,0.802872,0.843016,0.885167,0.929425,0.975896,1,1,1,1,1
1930,0.051786,0.009702,0.004901,0.003582,0.002873,0.002342,0.001928,0.001614,0.001386,0.001235,0.001162,0.001171,0.001273,0.001467,0.001731,0.002047,0.002376,0.002685,0.002949,0.003175,0.003406,0.003639,0.003825,0.003949,0.004026,0.004088,0.004153,0.004218,0.004288,0.004366,0.004446,0.004531,0.004634,0.004758,0.004904,0.005067,0.005248,0.005455,0.005691,0.005956,0.006253,0.006576,0.006916,0.007268,0.007643,0.008053,0.008511,0.009018,0.009578,0.010195,0.010883,0.011632,0.012421,0.013243,0.014119,0.015083,0.016162,0.017367,0.018713,0.020203,0.021874,0.023695,0.025607,0.027594,0.02971,0.032052,0.034688,0.03762,0.040885,0.044499,0.048483,0.052842,0.057581,0.062714,0.068275,0.07416,0.080521,0.087641,0.095626,0.104306,0.11411,0.124244,0.13342,0.141142,0.1483,0.156213,0.165988,0.178301,0.193349,0.210902,0.230587,0.251963,0.274582,0.298048,0.321996,0.343683,0.364482,0.385262,0.405875,0.426169,0.447478,0.469852,0.493344,0.518011,0.543912,0.571107,0.599663,0.629646,0.661128,0.694185,0.728894,0.765339,0.803606,0.843786,0.885975,0.930274,0.976788,1,1,1
1931,0.048361,0.009079,0.004597,0.003362,0.002698,0.002231,0.001863,0.001582,0.001375,0.001238,0.001168,0.00117,0.001251,0.001409,0.001628,0.001887,0.002163,0.002444,0.002713,0.002969,0.003241,0.003507,0.003704,0.003808,0.003844,0.003855,0.003882,0.003937,0.004039,0.004178,0.004329,0.004473,0.004611,0.004737,0.004859,0.004992,0.005149,0.005331,0.005543,0.005785,0.006054,0.00635,0.006677,0.007035,0.007427,0.00786,0.008333,0.008846,0.009401,0.01,0.010673,0.011407,0.012163,0.012932,0.013742,0.014614,0.015609,0.016787,0.018185,0.019775,0.021591,0.023515,0.025389,0.027141,0.028894,0.030798,0.033064,0.035812,0.039153,0.043022,0.04731,0.051888,0.056726,0.061781,0.067126,0.072753,0.078866,0.08571,0.093401,0.101769,0.111196,0.12092,0.12973,0.137158,0.144042,0.151634,0.160984,0.172736,0.187085,0.203816,0.222585,0.242978,0.264578,0.287011,0.309933,0.333455,0.357437,0.381706,0.402149,0.422257,0.44337,0.465538,0.488815,0.513256,0.538919,0.565865,0.594158,0.623866,0.655059,0.687812,0.722203,0.758313,0.796228,0.83604,0.877842,0.921734,0.967821,1,1,1
1932,0.046277,0.008028,0.004085,0.002991,0.002403,0.002027,0.001728,0.001495,0.001316,0.001188,0.001114,0.001102,0.001164,0.001304,0.001504,0.001742,0.001993,0.002244,0.00248,0.002701,0.002935,0.003167,0.00335,0.003466,0.003533,0.003585,0.003647,0.003723,0.003822,0.003941,0.004063,0.004186,0.004323,0.004477,0.004647,0.004841,0.005045,0.005237,0.005406,0.00557,0.005744,0.005961,0.006246,0.006617,0.007062,0.00756,0.008084,0.008623,0.009165,0.009726,0.010358,0.011063,0.011795,0.012546,0.013349,0.014201,0.015182,0.016393,0.017888,0.019614,0.02162,0.023712,0.025624,0.027236,0.028738,0.030342,0.032402,0.035157,0.038798,0.043179,0.04804,0.053143,0.058468,0.063931,0.069621,0.075673,0.082225,0.089308,0.096975,0.105175,0.114351,0.124003,0.133174,0.141538,0.14977,0.158849,0.169598,0.182521,0.197772,0.215195,0.234525,0.255447,0.277634,0.300789,0.324634,0.346971,0.367755,0.38857,0.409281,0.429745,0.451232,0.473793,0.497483,0.522357,0.548475,0.575899,0.604694,0.634929,0.666675,0.700009,0.735009,0.77176,0.810348,0.850865,0.893408,0.938079,0.984983,1,1,1
1933,0.046416,0.008142,0.00414,0.003032,0.002435,0.00202,0.001692,0.001438,0.001252,0.001127,0.001062,0.001057,0.001116,0.001238,0.00141,0.001619,0.001845,0.002074,0.002292,0.0025,0.002718,0.002937,0.003121,0.003255,0.003353,0.003442,0.003536,0.003626,0.003713,0.003802,0.003886,0.003977,0.004098,0.004259,0.004451,0.004673,0.004898,0.005091,0.005237,0.005359,0.005483,0.005659,0.005922,0.006297,0.006765,0.007291,0.007837,0.00839,0.008933,0.009484,0.010106,0.010802,0.011518,0.012245,0.013017,0.01383,0.014773,0.01596,0.017453,0.019189,0.0212,0.023282,0.025172,0.026745,0.028192,0.029754,0.031755,0.034371,0.037769,0.041843,0.046307,0.051047,0.056213,0.061797,0.067776,0.074175,0.080918,0.087881,0.095009,0.10236,0.110559,0.119273,0.127573,0.135191,0.14275,0.151146,0.161137,0.173195,0.187486,0.203894,0.222205,0.242154,0.263462,0.285872,0.309138,0.332975,0.356925,0.377256,0.397432,0.417303,0.438169,0.460077,0.483081,0.507235,0.532597,0.559226,0.587188,0.616547,0.647375,0.679743,0.71373,0.749417,0.786888,0.826232,0.867544,0.910921,0.956467,1,1,1
1934,0.050016,0.008762,0.004443,0.00325,0.002609,0.002121,0.001736,0.001448,0.001249,0.00113,0.001083,0.001099,0.001168,0.001281,0.001431,0.001618,0.001828,0.002044,0.002253,0.002455,0.002666,0.002879,0.003061,0.003202,0.00331,0.003414,0.00352,0.003612,0.003691,0.003762,0.003826,0.003901,0.004011,0.00417,0.004365,0.004592,0.004821,0.005021,0.005176,0.005309,0.00545,0.005643,0.005911,0.006278,0.006729,0.007227,0.007753,0.008322,0.008931,0.009582,0.010322,0.011116,0.011875,0.012568,0.013252,0.013953,0.014805,0.015943,0.017449,0.019242,0.021324,0.023459,0.025376,0.026936,0.028341,0.029872,0.031859,0.034446,0.037796,0.04182,0.046214,0.05092,0.056175,0.062012,0.068353,0.075155,0.082253,0.089477,0.096729,0.104103,0.112298,0.121023,0.129322,0.136938,0.144492,0.152877,0.162848,0.17488,0.18914,0.205518,0.223806,0.243744,0.265059,0.287496,0.310814,0.334711,0.357981,0.378595,0.39896,0.418908,0.439854,0.461847,0.484939,0.509186,0.534645,0.561377,0.589446,0.618919,0.649864,0.682358,0.716476,0.752299,0.789914,0.82941,0.870881,0.914425,0.960146,1,1,1
1935,0.045419,0.007578,0.003865,0.002833,0.002277,0.001948,0.001684,0.001475,0.001313,0.001194,0.001121,0.001101,0.001145,0.001254,0.001416,0.001613,0.001822,0.002031,0.002226,0.002409,0.002599,0.002792,0.002966,0.003112,0.003235,0.003359,0.003483,0.003582,0.003653,0.003707,0.003748,0.003805,0.003911,0.004087,0.004314,0.00458,0.004839,0.005052,0.005193,0.005294,0.005395,0.005554,0.005803,0.006172,0.006639,0.007162,0.007705,0.00827,0.008845,0.009441,0.010106,0.010835,0.011578,0.012324,0.013104,0.013947,0.014908,0.01603,0.017346,0.018837,0.020526,0.022335,0.024163,0.025968,0.027833,0.029966,0.032431,0.035129,0.038075,0.041353,0.044791,0.048712,0.053678,0.059922,0.067121,0.075057,0.08303,0.090411,0.09683,0.102728,0.109176,0.116547,0.124317,0.132545,0.141505,0.151532,0.162915,0.17586,0.190483,0.206815,0.224848,0.244542,0.265831,0.288639,0.312868,0.337632,0.360904,0.382034,0.402769,0.422907,0.444053,0.466255,0.489568,0.514047,0.539749,0.566736,0.595073,0.624827,0.656068,0.688872,0.723315,0.759481,0.797455,0.837328,0.879194,0.923154,0.969311,1,1,1
1936,0.047091,0.007501,0.003827,0.002805,0.002255,0.001868,0.001566,0.001341,0.001182,0.001085,0.001046,0.001064,0.001138,0.001268,0.00144,0.001648,0.001872,0.00209,0.002287,0.002467,0.002649,0.002837,0.003009,0.003161,0.003294,0.003432,0.003566,0.003666,0.003722,0.003753,0.003767,0.003802,0.003903,0.004093,0.00435,0.004648,0.004935,0.005175,0.005341,0.005463,0.00559,0.005773,0.006024,0.006366,0.006788,0.007254,0.007752,0.008305,0.008914,0.009576,0.010323,0.011123,0.011914,0.01267,0.013436,0.014266,0.015232,0.016366,0.017707,0.019239,0.020962,0.022819,0.024754,0.026742,0.028841,0.031301,0.034084,0.036932,0.039793,0.042857,0.045995,0.049781,0.055032,0.062123,0.070554,0.079899,0.089153,0.097533,0.104531,0.110729,0.117461,0.12527,0.133581,0.142499,0.152287,0.163242,0.175623,0.189622,0.205356,0.222872,0.242177,0.263246,0.286023,0.310433,0.336371,0.360544,0.38307,0.40541,0.427367,0.448735,0.471172,0.49473,0.519467,0.54544,0.572712,0.601348,0.631415,0.662986,0.696135,0.730942,0.767489,0.805864,0.846157,0.888465,0.932888,0.979532,1,1,1,1
1937,0.046048,0.007168,0.003665,0.002688,0.002161,0.001762,0.001452,0.001222,0.001063,0.00097,0.000937,0.000959,0.001036,0.001161,0.001325,0.001523,0.001738,0.001946,0.002135,0.002307,0.002484,0.002665,0.002821,0.002944,0.003043,0.003139,0.003238,0.003325,0.003399,0.003469,0.003534,0.003613,0.003731,0.003901,0.004112,0.004352,0.004594,0.004822,0.005021,0.005208,0.005414,0.005659,0.005941,0.006265,0.006636,0.007037,0.007482,0.008003,0.008613,0.0093,0.010072,0.010884,0.011673,0.012411,0.013141,0.013936,0.014859,0.015923,0.017159,0.018561,0.020126,0.021829,0.023656,0.025601,0.027698,0.03017,0.032923,0.035656,0.038287,0.041035,0.043811,0.047246,0.05219,0.059045,0.067285,0.076402,0.085374,0.093472,0.100191,0.106081,0.112521,0.119951,0.127628,0.135591,0.144207,0.153935,0.165174,0.1782,0.193162,0.210086,0.228942,0.249661,0.272146,0.296284,0.321943,0.347487,0.369671,0.391566,0.412951,0.433599,0.455279,0.478042,0.501945,0.527042,0.553394,0.581064,0.610117,0.640623,0.672654,0.706286,0.741601,0.778681,0.817615,0.858496,0.90142,0.946491,0.993816,1,1,1
1938,0.043694,0.006568,0.003372,0.002476,0.001993,0.00162,0.001329,0.001113,0.000963,0.000873,0.000838,0.000855,0.000922,0.001035,0.001184,0.001366,0.001561,0.001746,0.001906,0.002045,0.002188,0.002335,0.002465,0.002571,0.002659,0.002748,0.002837,0.002914,0.002976,0.003032,0.003084,0.003152,0.003259,0.003419,0.003621,0.00385,0.004083,0.004307,0.004511,0.004708,0.004925,0.005178,0.005461,0.005777,0.006132,0.006517,0.006944,0.007439,0.008013,0.008657,0.009372,0.01013,0.010894,0.011647,0.012415,0.013265,0.014221,0.01526,0.016387,0.017624,0.018999,0.020535,0.022243,0.024142,0.026244,0.028703,0.031418,0.034147,0.036812,0.039604,0.04247,0.045935,0.050686,0.057056,0.06462,0.072898,0.081114,0.088795,0.095568,0.1018,0.108699,0.116349,0.123751,0.130768,0.137962,0.14611,0.155875,0.167693,0.18175,0.198002,0.216319,0.236518,0.258392,0.281742,0.306363,0.331458,0.354251,0.37553,0.396197,0.416007,0.436807,0.458648,0.48158,0.505659,0.530942,0.557489,0.585364,0.614632,0.645364,0.677632,0.711513,0.747089,0.784443,0.823666,0.864849,0.908091,0.953496,1,1,1
1939,0.040645,0.005323,0.002765,0.002037,0.001643,0.001343,0.001112,0.000943,0.000826,0.000758,0.000735,0.000758,0.000827,0.000941,0.001088,0.001266,0.001453,0.001623,0.001761,0.001874,0.001988,0.002109,0.002221,0.002322,0.002416,0.00251,0.002605,0.002693,0.002773,0.00285,0.002926,0.003015,0.003133,0.003286,0.00347,0.003679,0.003894,0.004102,0.004293,0.004481,0.004687,0.00493,0.005212,0.005543,0.00592,0.006335,0.00679,0.007297,0.007862,0.008482,0.009167,0.009903,0.010668,0.011452,0.012274,0.013179,0.01418,0.015254,0.016402,0.017647,0.019047,0.020603,0.02227,0.024044,0.025973,0.028204,0.030735,0.033442,0.036312,0.039457,0.042834,0.046743,0.051598,0.057598,0.064512,0.071998,0.079686,0.087451,0.095132,0.102849,0.111434,0.120582,0.129192,0.136972,0.144603,0.153067,0.163192,0.175497,0.190162,0.207057,0.225948,0.246543,0.268535,0.291646,0.315607,0.340137,0.365068,0.387592,0.408618,0.429049,0.450501,0.473026,0.496677,0.521511,0.547587,0.574966,0.603715,0.6339,0.665595,0.698875,0.733819,0.77051,0.809035,0.849487,0.891961,0.936559,0.983387,1,1,1
1940,0.041627,0.005001,0.00257,0.001769,0.001434,0.001208,0.001035,0.000906,0.000814,0.000755,0.00073,0.000745,0.000805,0.000913,0.001057,0.001227,0.001401,0.00156,0.00169,0.001796,0.001905,0.00202,0.002118,0.002194,0.002256,0.002313,0.002376,0.002452,0.002544,0.002651,0.002769,0.002892,0.003022,0.003156,0.003299,0.003453,0.003627,0.003826,0.004054,0.00431,0.004596,0.004902,0.005215,0.005529,0.005855,0.006208,0.006607,0.007062,0.007585,0.008171,0.008823,0.00952,0.010241,0.010977,0.011747,0.012607,0.01357,0.014604,0.015712,0.01692,0.01829,0.019835,0.021522,0.023356,0.025378,0.027644,0.030207,0.033091,0.03633,0.039938,0.04395,0.04835,0.053107,0.058217,0.063738,0.069664,0.076132,0.083313,0.091294,0.099976,0.109598,0.119696,0.129542,0.138855,0.148156,0.158208,0.169643,0.182842,0.19791,0.214707,0.233013,0.252568,0.273108,0.294393,0.316198,0.338728,0.360987,0.380899,0.400926,0.420972,0.442021,0.464122,0.487328,0.511695,0.537279,0.564143,0.59235,0.621968,0.653066,0.68572,0.720006,0.756006,0.793806,0.833496,0.875171,0.91893,0.964876,1,1,1
1941,0.040505,0.004967,0.00242,0.001754,0.001382,0.001165,0.000997,0.000869,0.000775,0.000711,0.000679,0.000685,0.000737,0.000838,0.000976,0.00114,0.001307,0.001461,0.001588,0.001695,0.001805,0.00192,0.002013,0.002078,0.002125,0.002164,0.002212,0.002277,0.002367,0.002478,0.002604,0.002733,0.002856,0.002969,0.003081,0.003199,0.003342,0.003527,0.003764,0.004044,0.00436,0.00469,0.005017,0.00533,0.005644,0.00598,0.006363,0.006806,0.007321,0.0079,0.008543,0.009224,0.009922,0.010626,0.011356,0.01217,0.01308,0.014055,0.015096,0.01623,0.017513,0.018961,0.020552,0.022293,0.02422,0.026372,0.028795,0.031523,0.034586,0.037993,0.041827,0.04602,0.050438,0.055039,0.059947,0.065106,0.070866,0.077704,0.085839,0.094969,0.105192,0.115623,0.125166,0.133324,0.14088,0.149011,0.158704,0.170549,0.184702,0.200934,0.218892,0.238163,0.258335,0.279045,0.299959,0.321544,0.343721,0.3664,0.389479,0.412137,0.432744,0.454381,0.4771,0.500955,0.526003,0.552303,0.579918,0.608914,0.63936,0.671328,0.704894,0.740139,0.777146,0.816003,0.856803,0.899643,0.944625,0.991857,1,1
1942,0.036606,0.00411,0.002076,0.00161,0.001317,0.001083,0.0009,0.000764,0.000666,0.000605,0.000579,0.000589,0.000639,0.000727,0.000846,0.000987,0.001136,0.001281,0.001415,0.001537,0.001667,0.001798,0.001898,0.001957,0.001987,0.002009,0.002043,0.002096,0.002176,0.002281,0.002397,0.002517,0.002644,0.002776,0.002917,0.00307,0.003242,0.003436,0.003656,0.0039,0.004175,0.004468,0.004763,0.005052,0.005349,0.005665,0.006028,0.006463,0.006985,0.007583,0.008249,0.00895,0.009649,0.010328,0.011016,0.011774,0.012633,0.01358,0.014629,0.015791,0.017114,0.018583,0.020143,0.021782,0.023559,0.025517,0.02776,0.03038,0.033441,0.036908,0.04083,0.045048,0.049349,0.053641,0.058105,0.062788,0.068114,0.074548,0.082336,0.091175,0.101088,0.111232,0.120628,0.128816,0.136517,0.144816,0.154621,0.166475,0.18052,0.196544,0.214218,0.23316,0.252987,0.27336,0.293968,0.315225,0.337049,0.359347,0.380053,0.399056,0.419008,0.439959,0.461957,0.485054,0.509307,0.534773,0.561511,0.589587,0.619066,0.650019,0.68252,0.716646,0.752479,0.790103,0.829608,0.871088,0.914643,0.960375,1,1
1943,0.035263,0.00411,0.002236,0.001642,0.001305,0.001118,0.00097,0.000854,0.000765,0.000701,0.000664,0.000659,0.000695,0.000774,0.000886,0.001019,0.001156,0.00129,0.00141,0.001519,0.001636,0.001754,0.001845,0.001898,0.001925,0.001945,0.001978,0.002035,0.002127,0.002248,0.002382,0.002519,0.002659,0.0028,0.002946,0.003104,0.003281,0.003473,0.003683,0.003911,0.004168,0.004448,0.004737,0.005031,0.005341,0.005675,0.006057,0.006517,0.00707,0.007703,0.008403,0.009139,0.009888,0.010637,0.011405,0.012257,0.013198,0.01418,0.015198,0.016285,0.017527,0.01894,0.020471,0.022122,0.023949,0.025984,0.028325,0.031075,0.034301,0.037969,0.042116,0.0466,0.05124,0.055959,0.060916,0.066189,0.072125,0.079074,0.087229,0.096366,0.106524,0.117051,0.127177,0.13655,0.145745,0.155618,0.166881,0.179953,0.194937,0.211657,0.229851,0.249209,0.269425,0.290223,0.311349,0.333216,0.355766,0.378932,0.402638,0.426796,0.448187,0.470596,0.494126,0.518832,0.544774,0.572012,0.600613,0.630644,0.662176,0.695285,0.730049,0.766551,0.804879,0.845123,0.887379,0.931748,0.978335,1,1,1
